z	dL [Mpc]	sigma_dL [Mpc] (CF approx)	sigma_dL [Mpc] (CF approx, gaussian prior)	sigma_dL [Mpc]=2dL/SNR	SNR_GW
0.253450659107238962	1279.63565269401738	119.248056543361315	88.4458072328582148	131.25660724603556	19.4982283870158035
0.261784540750642058	1327.67086836980479	125.70339610761097	83.7459914411966082	135.523334087306195	19.5932438839572676
0.319100288677129029	1667.04464406142779	164.090678140202698	104.062476153577052	165.700132103996542	20.1212228728358404
0.122142456834624991	570.427534807885308	15.207166775243552	13.355812299654648	36.0124574583898139	31.679456225223138
0.261575942917721793	1326.46438514076158	135.146897059088332	109.916162496836449	76.1341190691386647	34.8454648548879149
0.289930314678747525	1492.38811570274925	195.115677732129967	116.22758526393136	172.381115160476185	17.3149838868767958
0.457773546337072901	2548.03193935325498	292.623228297128946	223.116654227945986	284.450196741567373	17.915487270119403
0.0741628194797021578	335.373465563238256	9.6737659681604331	8.7166649417314499	23.9951188951395126	27.9534739568364472
0.369323002576977366	1976.75515610272555	280.557437688047457	210.361217091635524	286.239449311965808	13.8118988200561095
0.209078836754105879	1029.74467352016632	92.0655864499077126	74.4517368535499173	59.3263857783142828	34.7145594666099271
0.240416984747490847	1205.200616833092	97.495494672453674	70.2898527455885329	86.610179960927347	27.8304609776078742
0.311052276526440963	1618.46379255744455	375.853413191556058	161.765116444338418	230.369607879647392	14.0510183392158474
0.255001713207448244	1288.54981603899614	129.587835393076745	106.381935476078141	79.9805917999359859	32.2215624326007415
0.283955179407718194	1457.1027279844327	77.2878694520879321	73.7490122313332677	194.646857182536898	14.9717570483861824
0.232630827334709522	1161.13993951890234	160.381378539172999	103.901553689395726	103.645999445612291	22.4058805111567203
0.111538233311487822	517.304792906705643	18.6788353691893256	17.5414735984096666	61.2494179035518925	16.8917456071596988
0.196732348451009287	962.01458511828605	100.910341962934694	82.1050512881986094	78.6405199943417663	24.466129806555287
0.407636661961324975	2220.31597400233113	274.523445488223842	208.131877702213359	285.106082426077507	15.5753672816013395
0.37280211840807409	1998.61733164087013	232.402341322810628	182.633238361789353	188.332147156714493	21.2243885264875729
0.15560241169453759	742.273423731877983	37.9272562968502456	35.0510480562504725	73.8482744517567887	20.1026612806447211
0.381961279522339492	2056.41777987185969	218.073005446023956	163.635441128353818	196.032967090313325	20.9803260175566102
0.170164325529795768	819.020047053149483	101.701965191881286	75.678816264161199	61.3962058307411514	26.6798260892879213
0.300551427264884374	1555.52502987354978	197.691278320053641	151.012984886717248	174.127640866646113	17.8664917543428139
0.272344544276175604	1389.02433614245638	79.9166489286895398	75.878888718631714	203.526464681701311	13.6495697334965893
0.330118881058711011	1734.03472350662992	181.884976549795681	139.497425143947424	200.282536065670169	17.3158854243593296
0.46624573171374406	2604.37680309325879	287.920526068855679	194.239841549959067	320.699317764769245	16.2418605767259621
0.248596587912714551	1251.81538709363349	187.851537234392623	127.138902010711078	156.995675732061068	15.9471320627972233
0.242925043578124722	1219.45826473692591	154.541237386912371	115.01499805823687	143.152574203961357	17.0371824819505164
0.521517482292054524	2978.50942594239359	283.612767878862996	175.539066559108846	390.111006473469231	15.2700609647882715
0.250363747663696845	1261.93004132613919	174.295053475405609	121.668705055519823	189.685661041855322	13.3054869239450468
0.252662099279453489	1275.10822398849791	159.340084042756018	122.379443998561371	115.357124449672857	22.1071430147306174
0.161189749722896014	771.582457181482255	49.9061334955229015	40.1306111051953494	30.7538929933223145	50.1778722680096649
0.33961960634464905	1792.2346047241499	339.634566350587875	180.224992278001537	205.459545461107749	17.4461069764549741
0.247093741692632651	1243.22578538941843	217.738089332545542	109.909479677426091	116.745604573788366	21.2980315606425243
0.158414207921762973	757.001406088289855	29.2329837249193716	27.7060062363437929	100.7816272595433841	15.0226073277975694
0.112915385491886067	524.166726241326501	46.6473209636320902	31.9521983833822247	25.2060497460848631	41.5905492150941143
0.192215413941853264	937.436623893062119	51.5169882595141218	49.1211837130364586	143.452513326693753	13.0696437748452219
0.164553993896947581	789.313228499083152	61.0518405712223853	60.1510896486524942	113.0174357908179292	13.9679903897308328
0.411776010227076661	2246.99317718322982	232.426631993957898	145.26695147325097	322.128977415807976	13.9508913181864038
0.119055644409014505	554.896437932417825	38.4870944782339777	34.697629296560379	62.466251755436499	17.7662793056612252
0.278952144596517737	1427.68851957363108	128.696017160484416	86.3085677085210108	108.592794454287902	26.2943508682726836
0.286495496709793684	1472.08356513798481	220.036296807220282	157.72656878171054	167.794973263500685	17.5462177025561381
0.205070874792448343	1007.67017964148272	119.05702767503692	70.3601621406723723	78.547266871871331	25.6576764481245334
0.142826224547743852	675.908502101012573	25.0523616431981999	23.5261327602008272	64.6325882711306495	20.9154087800293063
0.151063785468495304	718.593234356802213	84.7906065188914084	45.3214668826794593	73.7486104890527712	19.4876413153159014
0.313221215005179854	1631.52713025541425	204.726579507713694	155.923644732681765	235.178361843656497	13.8748064870018286
0.256930601297342687	1299.6519952172705	299.040275021399623	125.054542797052633	199.405434397386081	13.035271572661884
0.262011531640849338	1328.98397459912599	78.0081494719866839	71.5876774369193072	152.071434673723803	17.4784170012010698
0.408044048400108217	2222.93839911183477	263.698728663126133	195.79698777049083	345.182803953266752	12.8797748535166985
0.189383244082453217	922.081302789097663	147.395271664495681	105.404105437320524	112.2048499951299762	16.435676404881228
0.283865380156725244	1456.5737221950028	132.838690336744122	106.891447575367692	103.07295454178572	28.2629663362275814
0.353549961087744169	1878.29261722574392	317.861952779886735	186.591515715713285	205.613773618196888	18.2701050048673821
0.104114643105245985	480.506980272923272	72.1412818919147583	39.0804165109229658	44.4771255347162128	21.6069260095447468
0.215362235540843994	1064.51992915560277	43.0533959769781802	40.9348381430800288	125.461022635468039	16.9697314240552224
0.170441632953232336	820.492865552726812	167.781127855970027	101.480842159706072	77.7879458195404282	21.0956300981692202
0.33244368801490376	1748.23883278416542	291.738494445221704	211.882686455534696	251.562964087501142	13.8990160107675909
0.378995431118258619	2037.66243640671178	277.918269554913706	209.595154411337262	272.504067400727321	14.9550974107865606
0.236828376243297889	1184.85525461291468	112.604634369167926	81.3520644443670875	118.258973072942122	20.0383146212862186
0.393291261909538115	2128.40565426242119	198.280794872890311	123.455573245336126	238.308984905900792	17.8625716114132089
